title,decade
Savage Intruder,1970s
Savage Weekend,1970s
Savage! (1973 theatrical film),1970s
Save the Tiger,1970s
Scandalous John,1970s
Scarecrow (1973 film),1970s
Scavenger Hunt,1970s
Schlock (film),1970s
Scorchy,1970s
Score (1974 film),1970s
Scorpio (film),1970s
Scott Joplin (film),1970s
Scream Blacula Scream,1970s
Scream Bloody Murder,1970s
Scream of the Wolf,1970s
"Scream, Pretty Peggy",1970s
Screams of a Winter Night,1970s
Scrooge (1970 film),1970s
Season of the Witch (1973 film),1970s
Secrets of Three Hungry Wives,1970s
Seizure (film),1970s
Semi-Tough,1970s
"September 30, 1955",1970s
Serpico,1970s
Seven (1979 film),1970s
Sex World,1970s
Sextette,1970s
Sgt. Pepper's Lonely Hearts Club Band (film),1970s
Shadow of the Hawk,1970s
Shaft (1971 film),1970s
Shaft in Africa,1970s
Shaft's Big Score!,1970s
Shalimar (1978 film),1970s
Shampoo (film),1970s
Shanks (film),1970s
"Sheba, Baby",1970s
Sheila Levine Is Dead and Living in New York,1970s
Sherlock Holmes in New York,1970s
Shock Waves (film),1970s
Shoot (film),1970s
Shoot Out,1970s
Short Eyes (film),1970s
Showdown (1973 film),1970s
Shriek of the Mutilated,1970s
Siddhartha (1972 film),1970s
Sidekicks (1974 film),1970s
Sidewinder 1,1970s
Silent Movie,1970s
"Silent Night, Bloody Night",1970s
Silent Running,1970s
Silent Scream (1979 film),1970s
Silver Streak (film),1970s
"Simon, King of the Witches",1970s
Sinbad and the Eye of the Tiger,1970s
Sisters (1972 film),1970s
Sisters of Death (film),1970s
Sixpack Annie,1970s
"Skatetown, U.S.A.",1970s
Skin Game,1970s
Skullduggery (1970 film),1970s
Skyjacked (film),1970s
Slap Shot,1970s
Slaughter (1972 film),1970s
Slaughterhouse-Five (film),1970s
Sleeper (1973 film),1970s
Sleuth (1972 film),1970s
Slither (1973 film),1970s
Slow Dancing in the Big City,1970s
Smile (1975 film),1970s
Smoke in the Wind,1970s
Smokey and the Bandit,1970s
Snowball Express,1970s
Snowbeast,1970s
Snuff (film),1970s
Soldier Blue,1970s
Sole Survivor (1970 film),1970s
Some Call It Loving,1970s
Somebody Killed Her Husband,1970s
Someone's Watching Me!,1970s
Something Big (film),1970s
Something Evil,1970s
Something for Everyone,1970s
Something for Joey,1970s
Sometimes a Great Notion (film),1970s
Son-Rise: A Miracle of Love,1970s
Song of Norway (film),1970s
Sorcerer (film),1970s
Soul Hustler,1970s
Sounder (film),1970s
Soylent Green,1970s
Space Is the Place,1970s
Special Delivery (1976 film),1970s
Speedtrap (film),1970s
Spider-Man (1977 film),1970s
Spider-Man Strikes Back,1970s
Squeeze Play!,1970s
Squirm,1970s
Sssssss,1970s
St. Ives (1976 film),1970s
Stacey (film),1970s
Star Spangled Girl,1970s
Star Trek: The Motion Picture,1970s
Star Wars (film),1970s
Star Wars Holiday Special,1970s
Starcrash,1970s
Starhops,1970s
Start the Revolution Without Me,1970s
Starting Over (1979 film),1970s
Stay Hungry,1970s
Steel Arena (film),1970s
Steelyard Blues,1970s
Stingray (film),1970s
Stowaway to the Moon,1970s
Straight Time,1970s
Strange New World (film),1970s
Stranger in Our House,1970s
Straw Dogs (1971 film),1970s
Street Girls,1970s
Such Good Friends,1970s
Sugar Cookies (film),1970s
Sugar Hill (1974 film),1970s
Summer School Teachers,1970s
"Summer Wishes, Winter Dreams",1970s
Summer of '42,1970s
Summer of My German Soldier (film),1970s
Summertree,1970s
Sunburn (1979 film),1970s
Sunshine (1973 film),1970s
Super Fly T.N.T.,1970s
Superbeast (film),1970s
Superchick (film),1970s
Superdad,1970s
Superman (1978 film),1970s
Supervan (film),1970s
Supervixens,1970s
Support Your Local Gunfighter,1970s
Suppose They Gave a War and Nobody Came,1970s
Swashbuckler (film),1970s
"Sweet Jesus, Preacherman",1970s
Sweet Kill,1970s
Sweet Revenge (1976 film),1970s
Sweet Sugar (film),1970s
Sweet Sweetback's Baadasssss Song,1970s
Switchblade Sisters,1970s
Sybil (1976 film),1970s
T.R. Baskin,1970s
THX 1138,1970s
TNT Jackson,1970s
Take Down (1979 film),1970s
Take a Hard Ride,1970s
Taking Off (film),1970s
"Tally Brown, New York",1970s
Tarantulas: The Deadly Cargo,1970s
Taxi Driver,1970s
Teenage Father,1970s
Teenage Hitchhikers,1970s
Teenage Seductress,1970s
Telefon (film),1970s
"Tell Me That You Love Me, Junie Moon",1970s
Tentacles (film),1970s
Terminal Island (film),1970s
Terror Circus (film),1970s
Terror at Red Wolf Inn,1970s
Terror in the Wax Museum,1970s
Thank God It's Friday (film),1970s
Thank You Mask Man,1970s
That Certain Summer,1970s
That Man Bolt,1970s
That's the Way of the World (film),1970s
"The ""Human"" Factor (1975 film)",1970s
The Adventure of Sherlock Holmes' Smarter Brother,1970s
The Adventurers (1970 film),1970s
The Adventures of the Wilderness Family,1970s
The Alien Factor,1970s
The All-American Boy (film),1970s
The Amazing Dobermans,1970s
The Amazing Howard Hughes,1970s
The Amityville Horror (1979 film),1970s
The Amusement Park,1970s
The Anderson Tapes,1970s
The Andromeda Strain (film),1970s
The Apple Dumpling Gang (film),1970s
The Apple Dumpling Gang Rides Again,1970s
The Arena (1974 film),1970s
The Baby (film),1970s
The Baby Maker,1970s
The Bad Bunch,1970s
The Bad News Bears,1970s
The Bad News Bears Go to Japan,1970s
The Bad News Bears in Breaking Training,1970s
The Ballad of Cable Hogue,1970s
The Baltimore Bullet,1970s
The Barefoot Executive,1970s
The Bat People,1970s
The Battle of Love's Return,1970s
The Bears and I,1970s
The Beasts Are on the Streets,1970s
The Beguiled (1971 film),1970s
The Bell Jar (film),1970s
The Bermuda Depths,1970s
The Betsy,1970s
The Big Bird Cage,1970s
The Big Bus,1970s
The Big Doll House,1970s
The Big Fix (1978 film),1970s
The Big Sleep (1978 film),1970s
The Billion Dollar Hobo,1970s
The Bingo Long Traveling All-Stars & Motor Kings,1970s
The Biscuit Eater (1972 film),1970s
The Black Bird,1970s
The Black Godfather,1970s
The Black Hole (1979 film),1970s
The Black Six,1970s
The Black Stallion (film),1970s
The Blue Bird (1976 film),1970s
The Boatniks,1970s
The Borrowers (1973 film),1970s
The Boy Who Cried Werewolf (1973 film),1970s
The Boy in the Plastic Bubble,1970s
The Boys from Brazil (film),1970s
The Boys in Company C,1970s
The Boys in the Band (1970 film),1970s
The Bride (1973 American film),1970s
The Brink's Job,1970s
The Brotherhood of Satan,1970s
The Brotherhood of the Bell,1970s
The Buddy Holly Story,1970s
The Butchers,1970s
The California Kid,1970s
The Candidate (1972 film),1970s
The Candy Snatchers,1970s
The Candy Tangerine Man,1970s
The Capture of Bigfoot,1970s
The Car (1977 film),1970s
The Carey Treatment,1970s
The Castaways on Gilligan's Island,1970s
The Cat Creature,1970s
The Cat and the Canary (1978 film),1970s
The Cat from Outer Space,1970s
The Champ (1979 film),1970s
The Cheap Detective,1970s
The Cheerleaders,1970s
The Cheyenne Social Club,1970s
The Chicken Chronicles,1970s
The Child (1977 film),1970s
The Children of Sanchez (film),1970s
The China Syndrome,1970s
The Choirboys (film),1970s
The Christian Licorice Store,1970s
The Concorde... Airport '79,1970s
The Conversation,1970s
The Corn Is Green (1979 film),1970s
The Corpse Grinders,1970s
The Cowboys,1970s
The Crater Lake Monster,1970s
The Crazies (1973 film),1970s
The Crazy World of Julius Vrooder,1970s
The Cross and the Switchblade (film),1970s
The Culpepper Cattle Co.,1970s
The Cycle Savages,1970s
The Day of the Dolphin,1970s
The Day of the Locust (film),1970s
The Dead Don't Die (1975 film),1970s
The Deadly Trackers,1970s
The Death Collector,1970s
The Death of Richie,1970s
The Deep (1977 film),1970s
The Deer Hunter,1970s
The Delta Factor (film),1970s
The Deserter (1970 film),1970s
The Devil in Miss Jones,1970s
The Devil's Daughter (1973 film),1970s
The Devil's Rain (film),1970s
The Devils (film),1970s
The Disappearance of Aimee,1970s
The Disappearance of Flight 412,1970s
The Doberman Gang,1970s
The Doll Squad,1970s
The Domino Principle,1970s
The Don Is Dead,1970s
The Double McGuffin,1970s
The Dove (1974 film),1970s
The Driller Killer,1970s
The Driver,1970s
The Drowning Pool (film),1970s
The Duchess and the Dirtwater Fox,1970s
The Dunwich Horror (film),1970s
The Education of Sonny Carson,1970s
The Effect of Gamma Rays on Man-in-the-Moon Marigolds (film),1970s
The Eiger Sanction (film),1970s
The Electric Horseman,1970s
The End (1978 film),1970s
The Enforcer (1976 film),1970s
The Evictors,1970s
The Evil (1978 film),1970s
The Exorcist,1970s
The Farmer (film),1970s
The Female Response,1970s
The Fish That Saved Pittsburgh,1970s
The Food of the Gods (film),1970s
The Forgotten (1973 film),1970s
The Fortune,1970s
The Four Deuces,1970s
The French Connection (film),1970s
The Friends of Eddie Coyle,1970s
The Frisco Kid,1970s
The Front,1970s
The Front Page (1974 film),1970s
The Funny Face of the Godfather,1970s
The Further Adventures of the Wilderness Family,1970s
The Fury (film),1970s
The Gambler (1974 film),1970s
The Gang That Couldn't Shoot Straight,1970s
The Gardener (1974 film),1970s
The Gardener's Son,1970s
The Gathering (1977 film),1970s
The Gatling Gun,1970s
The Gauntlet (film),1970s
The Geek,1970s
The Getaway (1972 film),1970s
The Giant Spider Invasion,1970s
The Girl Most Likely To...,1970s
The Girl from Petrovka,1970s
The Glass House (1972 film),1970s
The Glove (film),1970s
The Godfather,1970s
The Godfather Part II,1970s
The Golden Voyage of Sinbad,1970s
The Goodbye Girl,1970s
The Gore Gore Girls,1970s
The Grasshopper (1970 film),1970s
The Gravy Train,1970s
The Great American Beauty Contest,1970s
The Great Bank Hoax,1970s
The Great Gatsby (1974 film),1970s
"The Great Northfield, Minnesota Raid",1970s
The Great Santini,1970s
The Great Scout & Cathouse Thursday,1970s
The Great Smokey Roadblock,1970s
The Great Texas Dynamite Chase,1970s
The Great Waldo Pepper,1970s
The Great Waltz (1972 film),1970s
The Great White Hope (film),1970s
The Greatest (1977 film),1970s
The Greek Tycoon,1970s
The Grissom Gang,1970s
The Gumball Rally,1970s
The Gun (1974 film),1970s
The Guy from Harlem,1970s
The Halloween That Almost Wasn't,1970s
The Happiness Cage,1970s
The Happy Hooker (film),1970s
The Happy Hooker Goes to Washington,1970s
The Haunting of M,1970s
The Hawaiians (film),1970s
The Headless Eyes,1970s
The Heartbreak Kid (1972 film),1970s
The Hellstrom Chronicle,1970s
The Hills Have Eyes (1977 film),1970s
The Hindenburg (film),1970s
The Hired Hand,1970s
The Hitter (film),1970s
The Hoax (1972 film),1970s
The Homecoming (film),1970s
The Honeymoon Killers,1970s
The Honkers,1970s
"The Horror at 37,000 Feet",1970s
The Horsemen (1971 film),1970s
The Hospital,1970s
The Hot Box,1970s
The Hot Rock (film),1970s
The House That Would Not Die,1970s
The House of Seven Corpses,1970s
The House of the Dead (1978 film),1970s
The Human Tornado,1970s
The Hunting Party (1971 film),1970s
The In-Laws (1979 film),1970s
The Incredible 2-Headed Transplant,1970s
The Incredible Journey of Doctor Meg Laurel,1970s
The Incredible Melting Man,1970s
The Intruders (1970 film),1970s
The Invincible Six,1970s
The Irish Whiskey Rebellion,1970s
The Island at the Top of the World,1970s
The Island of Dr. Moreau (1977 film),1970s
The Jade Pussycat,1970s
The Jericho Mile,1970s
The Jerk,1970s
The Jerusalem File,1970s
The Kansas City Massacre,1970s
The Kid from Left Field (1979 film),1970s
The Killer Elite,1970s
The Killer Inside Me (1976 film),1970s
The Killing Kind (1973 film),1970s
The Killing of a Chinese Bookie,1970s
The King of Marvin Gardens,1970s
The Kirlian Witness,1970s
The Klansman,1970s
The Kremlin Letter,1970s
The Lady in the Car with Glasses and a Gun (1970 film),1970s
The Landlord,1970s
The Last American Hero,1970s
The Last Detail,1970s
The Last Dinosaur,1970s
The Last Escape (1970 film),1970s
The Last Hard Men (film),1970s
The Last House on the Left,1970s
The Last Movie,1970s
The Last Picture Show,1970s
The Last Rebel (1971 film),1970s
The Last Remake of Beau Geste,1970s
The Last Run,1970s
The Last Tycoon (1976 film),1970s
The Last Valley (film),1970s
The Last Waltz,1970s
The Last of Sheila,1970s
The Late Show (film),1970s
The Laughing Policeman (film),1970s
The Legacy (1978 film),1970s
The Legend of Bigfoot,1970s
The Legend of Boggy Creek,1970s
The Legend of Lizzie Borden,1970s
The Legend of Nigger Charley,1970s
The Liberation of L.B. Jones,1970s
The Life and Times of Grizzly Adams,1970s
The Life and Times of Judge Roy Bean,1970s
The Life and Times of Xaviera Hollander,1970s
The Light at the Edge of the World,1970s
The Little Prince (1974 film),1970s
The Long Goodbye (film),1970s
The Longest Night (1972 film),1970s
The Longest Yard (1974 film),1970s
The Lords of Flatbush,1970s
The Losers (1970 film),1970s
The Love Machine (film),1970s
The Love War,1970s
The Mack,1970s
The Mackintosh Man,1970s
The Mafu Cage,1970s
The Magic Garden of Stanley Sweetheart,1970s
The Magic of Lassie,1970s
The Magnificent Seven Ride!,1970s
The Main Event (1979 film),1970s
The Man (1972 film),1970s
The Man Who Loved Cat Dancing (film),1970s
The Man Who Would Be King (film),1970s
The Man from O.R.G.Y.,1970s
The Man in the Glass Booth,1970s
The Man in the Santa Claus Suit,1970s
The Manchu Eagle Murder Caper Mystery,1970s
The Manitou,1970s
The Marriage of a Young Stockbroker,1970s
The McMasters,1970s
The Mechanic (1972 film),1970s
The Mephisto Waltz,1970s
The Midnight Man (1974 film),1970s
The Million Dollar Duck,1970s
The Mind of Mr. Soames,1970s
The Miracle Worker (1979 film),1970s
The Missouri Breaks,1970s
The Molly Maguires (film),1970s
The Moonshine War,1970s
The Muppet Movie,1970s
The Muppet Musicians of Bremen,1970s
The Naked Ape (film),1970s
The New Centurions,1970s
The Next Man,1970s
The Nickel Ride,1970s
The Night God Screamed,1970s
The Night Stalker (1972 film),1970s
The Night Strangler (film),1970s
The Night They Took Miss Beautiful,1970s
The No Mercy Man,1970s
The Norliss Tapes,1970s
The Norseman,1970s
The North Avenue Irregulars,1970s
The Old Man Who Cried Wolf,1970s
The Omega Connection,1970s
The Omega Man,1970s
The Omen,1970s
The One Man Jury,1970s
The One and Only (1978 film),1970s
The Onion Field (film),1970s
The Only Game in Town (film),1970s
The Opening of Misty Beethoven,1970s
The Organization (film),1970s
The Other (1972 film),1970s
The Other Side of Aspen,1970s
The Other Side of Midnight (film),1970s
The Other Side of the Mountain Part 2,1970s
The Out-of-Towners (1970 film),1970s
The Outfit (1973 film),1970s
The Outlaw Josey Wales,1970s
The Over-the-Hill Gang Rides Again,1970s
The Owl and the Pussycat (film),1970s
The Pack (1977 film),1970s
The Panic in Needle Park,1970s
The Paper Chase (film),1970s
The Parallax View,1970s
The Party at Kitty and Stud's,1970s
The People Next Door (1970 film),1970s
The Phantom Gunslinger,1970s
The Phantom of Hollywood,1970s
The Photographer (1974 film),1970s
The Phynx,1970s
The Pink Panther Strikes Again,1970s
The Pirate (1978 film),1970s
The Plot Against Harry,1970s
The Pom Pom Girls,1970s
The Poseidon Adventure (1972 film),1970s
The Possessed (1977 film),1970s
The Possession of Joel Delaney (film),1970s
The Premonition (1976 film),1970s
The President's Mistress,1970s
The President's Plane Is Missing (film),1970s
The Prisoner of Second Avenue,1970s
The Private Afternoons of Pamela Mann,1970s
The Private Files of J. Edgar Hoover,1970s
The Private Life of Sherlock Holmes,1970s
The Prize Fighter,1970s
The Projectionist,1970s
The Promise (1979 film),1970s
The Proud and Damned,1970s
The Psychopath (1973 film),1970s
The Pursuit of Happiness (1971 film),1970s
The Questor Tapes,1970s
The Rats Are Coming! The Werewolves Are Here!,1970s
The Rebel Rousers,1970s
The Redeemer (film),1970s
The Reincarnation of Peter Proud,1970s
The Resurrection of Broncho Billy,1970s
The Resurrection of Zachary Wheeler,1970s
The Return of Count Yorga,1970s
The Return of a Man Called Horse,1970s
The Return of the Pink Panther,1970s
The Revengers (film),1970s
The Revolutionary (1970 film),1970s
The Ritz (film),1970s
The Rocky Horror Picture Show,1970s
The Roommates,1970s
The Rose (film),1970s
The Runner Stumbles,1970s
The Salzburg Connection,1970s
The Sandpit Generals,1970s
The Savage Is Loose,1970s
The Scenic Route,1970s
The Screaming Woman,1970s
The Sea Gypsies (1978 film),1970s
The Seniors,1970s
The Sentinel (1977 film),1970s
The Seven Minutes (film),1970s
The Seven-Per-Cent Solution (film),1970s
The Seven-Ups,1970s
The Severed Arm,1970s
The Shaggy D.A.,1970s
The Shootist,1970s
The Sidelong Glances of a Pigeon Kicker,1970s
The Single Girls,1970s
The Sister-in-Law,1970s
The Ski Bum (film),1970s
The Sky's the Limit (1975 film),1970s
The Slams,1970s
The Smurfs and the Magic Flute,1970s
The Soul of Nigger Charley,1970s
The Specialist (1975 film),1970s
The Spell (1977 film),1970s
The Spikes Gang,1970s
The Spook Who Sat by the Door (film),1970s
The Steagle,1970s
The Stepford Wives (1975 film),1970s
The Sting,1970s
The Stingiest Man in Town,1970s
The Stone Killer,1970s
The Strange Possession of Mrs. Oliver,1970s
The Stranger (1973 film),1970s
The Stranger Within (1974 film),1970s
The Strangers in 7A,1970s
The Strawberry Statement (film),1970s
The Strongest Man in the World,1970s
The Student Nurses,1970s
The Student Teachers,1970s
The Sugarland Express,1970s
The Sunshine Boys (1975 film),1970s
The Super Cops,1970s
The Swap (1979 film),1970s
The Swarm (1978 film),1970s
The Swinging Barmaids,1970s
The Swinging Cheerleaders,1970s
The Swiss Conspiracy,1970s
The Take (1974 film),1970s
The Taking of Pelham One Two Three (1974 film),1970s
The Tamarind Seed,1970s
The Teacher (1974 film),1970s
The Telephone Book,1970s
The Terminal Man (film),1970s
The Texas Chain Saw Massacre,1970s
The Thief Who Came to Dinner,1970s
The Thief and the Cobbler,1970s
The Thing with Two Heads,1970s
The Three Musketeers (1973 live-action film),1970s
The Time Machine (1978 film),1970s
The Todd Killings,1970s
The Toolbox Murders,1970s
The Touch of Satan,1970s
The Towering Inferno,1970s
The Town That Dreaded Sundown (1976 film),1970s
The Train Robbers,1970s
The Traveling Executioner,1970s
The Trial of Billy Jack,1970s
The Triangle Factory Fire Scandal,1970s
The Trojan Women (film),1970s
The Turn of the Screw (1974 film),1970s
The Turning Point (1977 film),1970s
The Twelve Chairs (1970 film),1970s
The Twilight People,1970s
The UFO Incident,1970s
The Users (film),1970s
The Van (1977 film),1970s
The Villain (1979 film),1970s
The Visitor (1979 film),1970s
The Visitors (1972 film),1970s
The Wanderers (1979 film),1970s
The War Between Men and Women,1970s
The Warriors (film),1970s
The Way We Were,1970s
The White Buffalo,1970s
The Wild Child,1970s
The Wild Country,1970s
The Wind and the Lion,1970s
The Winds of Autumn,1970s
The Witch Who Came from the Sea,1970s
The Wiz (film),1970s
The Wizard of Gore,1970s
The Woman Hunt,1970s
The Woman Hunter,1970s
The Working Girls,1970s
The World's Greatest Athlete,1970s
The World's Greatest Lover,1970s
The Wrath of God,1970s
The Wrestler (1974 film),1970s
The Yakuza,1970s
The Year Without a Santa Claus,1970s
The Young Graduates,1970s
The Young Marrieds (film),1970s
The Young Nurses,1970s
The Zebra Force,1970s
The Zodiac Killer (film),1970s
There Was a Crooked Man...,1970s
There's Always Vanilla,1970s
They Call Me Mister Tibbs!,1970s
They Might Be Giants (film),1970s
They Only Kill Their Masters,1970s
Thieves (1977 film),1970s
This Bloody Blundering Business,1970s
